application_id,is_default,first_default_month,max_days_past_due,total_payments_made,default_probability_actual
APP-007700,0,0,0,60,0.24
APP-007701,0,0,1,18,0.88
APP-007702,0,0,5,18,0.6665
APP-007703,1,6,30,5,0.49
APP-007704,0,0,0,36,0.341
APP-007705,0,0,0,24,0.531
APP-007706,1,5,60,4,0.751
APP-007707,0,0,5,60,0.19
APP-007708,0,0,0,48,0.14
APP-007709,1,5,90,4,0.92
APP-007710,0,0,0,48,0.19
APP-007711,0,0,0,48,0.33
APP-007712,1,8,90,7,0.59
APP-007713,0,0,0,24,0.31
APP-007714,1,10,120,9,0.46
APP-007715,1,7,90,6,0.54
APP-007716,0,0,0,36,0.411
APP-007717,1,6,120,5,0.39
APP-007718,0,0,0,36,0.11
APP-007719,1,2,30,1,0.26
APP-007720,0,0,0,36,0.328
APP-007721,1,4,90,3,0.71
APP-007722,1,6,60,5,0.4
APP-007723,0,0,0,48,0.06
APP-007724,0,0,1,48,0.26
APP-007725,1,11,30,10,0.92
APP-007726,1,2,60,1,0.91
APP-007727,1,8,60,7,0.6
APP-007728,0,0,1,36,0.39
APP-007729,1,6,60,5,0.7
APP-007730,1,9,90,8,0.5115
APP-007731,1,2,180,1,0.18
APP-007732,1,3,60,2,0.32
APP-007733,1,9,60,8,0.92
APP-007734,1,10,30,9,0.48
APP-007735,1,8,60,7,0.56
APP-007736,0,0,0,60,0.06
APP-007737,0,0,0,36,0.19
APP-007738,0,0,0,48,0.26
APP-007739,1,3,180,2,0.8
APP-007740,0,0,0,24,0.24
APP-007741,0,0,0,12,0.36
APP-007742,1,4,60,3,0.4
APP-007743,0,0,0,48,0.46
APP-007744,0,0,0,18,0.51
APP-007745,0,0,0,48,0.21
APP-007746,1,8,120,7,0.591
APP-007747,0,0,0,24,0.21
APP-007748,0,0,0,36,0.06
APP-007749,1,2,30,1,0.791
APP-007750,0,0,0,12,0.655
APP-007751,1,8,30,7,0.651
APP-007752,1,6,180,5,0.91
APP-007753,0,0,15,24,0.24
APP-007754,1,4,30,3,0.44
APP-007755,1,8,120,7,0.72
APP-007756,0,0,0,60,0.17
APP-007757,1,8,30,7,0.59
APP-007758,1,3,90,2,0.48
APP-007759,0,0,0,48,0.33
APP-007760,0,0,0,48,0.695
APP-007761,0,0,0,36,0.751
APP-007762,1,1,60,0,0.92
APP-007763,0,0,0,12,0.19
APP-007764,1,4,60,3,0.608
APP-007765,1,9,30,8,0.748
APP-007766,0,0,0,60,0.14
APP-007767,1,3,180,2,0.821
APP-007768,0,0,5,36,0.38
APP-007769,0,0,0,24,0.14
APP-007770,1,1,90,0,0.911
APP-007771,1,6,60,5,0.51
APP-007772,0,0,0,48,0.33
APP-007773,0,0,0,48,0.19
APP-007774,1,1,90,0,0.69
APP-007775,0,0,0,48,0.308
APP-007776,0,0,0,48,0.39
APP-007777,0,0,0,36,0.76
APP-007778,0,0,0,48,0.26
APP-007779,0,0,5,60,0.33
APP-007780,0,0,0,36,0.26
APP-007781,0,0,0,24,0.491
APP-007782,0,0,5,48,0.18
APP-007783,1,5,60,4,0.78
APP-007784,1,4,90,3,0.76
APP-007785,0,0,1,12,0.26
APP-007786,0,0,0,36,0.56
APP-007787,0,0,15,48,0.14
APP-007788,1,9,90,8,0.88
APP-007789,0,0,5,36,0.491
APP-007790,0,0,1,48,0.608
APP-007791,0,0,0,24,0.56
APP-007792,0,0,0,24,0.11
APP-007793,1,6,90,5,0.845
APP-007794,0,0,1,48,0.56
APP-007795,1,1,30,0,0.92
APP-007796,1,5,30,4,0.31
APP-007797,0,0,0,36,0.56
APP-007798,1,2,60,1,0.68
APP-007799,1,1,90,0,0.36
APP-007800,1,7,120,6,0.39
APP-007801,0,0,0,48,0.26
APP-007802,0,0,15,36,0.46
APP-007803,1,10,60,9,0.76
APP-007804,0,0,15,48,0.341
APP-007805,0,0,0,36,0.06
APP-007806,0,0,5,12,0.14
APP-007807,1,6,120,5,0.88
APP-007808,1,9,60,8,0.76
APP-007809,1,4,90,3,0.59
APP-007810,1,5,30,4,0.86
APP-007811,0,0,0,18,0.31
APP-007812,0,0,0,48,0.38
APP-007813,0,0,1,36,0.26
APP-007814,0,0,0,18,0.36
APP-007815,1,10,90,9,0.73
APP-007816,1,3,120,2,0.76
APP-007817,0,0,0,18,0.23
APP-007818,1,5,120,4,0.58
APP-007819,0,0,0,48,0.38
APP-007820,1,10,90,9,0.92
APP-007821,1,9,90,8,0.26
APP-007822,1,3,90,2,0.421
APP-007823,0,0,5,36,0.06
APP-007824,1,7,180,6,0.245
APP-007825,0,0,0,48,0.18
APP-007826,0,0,0,60,0.19
APP-007827,0,0,1,24,0.19
APP-007828,1,9,90,8,0.76
APP-007829,1,6,90,5,0.46
APP-007830,1,9,120,8,0.84
APP-007831,0,0,5,48,0.11
APP-007832,0,0,0,36,0.14
APP-007833,1,8,30,7,0.16
APP-007834,1,3,60,2,0.92
APP-007835,1,3,30,2,0.35
APP-007836,1,10,90,9,0.584
APP-007837,0,0,0,36,0.06
APP-007838,0,0,0,48,0.341
APP-007839,0,0,0,36,0.34
APP-007840,0,0,0,36,0.38
APP-007841,1,7,30,6,0.92
APP-007842,1,11,120,10,0.56
APP-007843,0,0,0,48,0.26
APP-007844,0,0,0,24,0.23
APP-007845,0,0,5,60,0.421
APP-007846,0,0,1,60,0.4
APP-007847,0,0,15,36,0.411
APP-007848,0,0,1,48,0.44
APP-007849,0,0,0,36,0.721
APP-007850,1,2,120,1,0.68
APP-007851,0,0,0,48,0.34
APP-007852,0,0,15,24,0.715
APP-007853,1,5,120,4,0.76
APP-007854,1,4,60,3,0.69
APP-007855,0,0,0,36,0.35
APP-007856,0,0,0,36,0.341
APP-007857,1,4,30,3,0.73
APP-007858,1,6,120,5,0.56
APP-007859,0,0,1,36,0.165
APP-007860,0,0,0,24,0.165
APP-007861,1,4,120,3,0.41
APP-007862,1,4,90,3,0.78
APP-007863,1,3,90,2,0.24
APP-007864,1,7,60,6,0.704
APP-007865,0,0,0,36,0.24
APP-007866,1,10,90,9,0.92
APP-007867,1,4,60,3,0.11
APP-007868,0,0,5,18,0.44
APP-007869,0,0,1,36,0.19
APP-007870,1,4,90,3,0.36
APP-007871,0,0,0,48,0.18
APP-007872,1,2,120,1,0.92
APP-007873,1,8,60,7,0.34
APP-007874,0,0,5,48,0.06
APP-007875,0,0,1,18,0.06
APP-007876,0,0,0,48,0.19
APP-007877,0,0,15,48,0.16
APP-007878,1,2,90,1,0.21
APP-007879,1,3,30,2,0.18
APP-007880,0,0,0,24,0.14
APP-007881,0,0,1,36,0.26
APP-007882,0,0,15,24,0.621
APP-007883,0,0,5,24,0.24
APP-007884,0,0,0,60,0.38
APP-007885,0,0,5,24,0.16
APP-007886,0,0,0,36,0.26
APP-007887,0,0,0,36,0.421
APP-007888,1,7,120,6,0.56
APP-007889,1,1,90,0,0.92
APP-007890,0,0,5,36,0.11
APP-007891,0,0,0,48,0.76
APP-007892,1,7,120,6,0.58
APP-007893,1,3,90,2,0.68
APP-007894,1,2,90,1,0.5
APP-007895,1,10,30,9,0.471
APP-007896,0,0,0,48,0.14
APP-007897,0,0,0,48,0.18
APP-007898,1,8,30,7,0.56
APP-007899,1,5,30,4,0.64
APP-007900,1,5,30,4,0.23
APP-007901,1,2,90,1,0.92
APP-007902,1,4,60,3,0.83
APP-007903,1,9,120,8,0.39
APP-007904,0,0,0,36,0.18
APP-007905,0,0,0,48,0.14
APP-007906,0,0,1,60,0.6
APP-007907,0,0,0,36,0.06
APP-007908,1,9,180,8,0.851
APP-007909,0,0,0,24,0.24
APP-007910,0,0,15,36,0.388
APP-007911,1,9,180,8,0.92
APP-007912,1,8,90,7,0.53
APP-007913,1,10,90,9,0.92
APP-007914,1,8,90,7,0.92
APP-007915,1,3,60,2,0.92
APP-007916,1,6,180,5,0.78
APP-007917,1,3,30,2,0.76
APP-007918,1,9,30,8,0.291
APP-007919,0,0,0,36,0.19
APP-007920,0,0,0,18,0.27
APP-007921,1,1,60,0,0.92
APP-007922,0,0,0,36,0.64
APP-007923,0,0,0,24,0.34
APP-007924,0,0,0,48,0.69
APP-007925,0,0,0,48,0.06
APP-007926,0,0,1,48,0.388
APP-007927,0,0,0,48,0.39
APP-007928,1,1,90,0,0.56
APP-007929,0,0,0,36,0.18
APP-007930,0,0,0,36,0.26
APP-007931,1,8,120,7,0.248
APP-007932,0,0,0,24,0.16
APP-007933,0,0,0,48,0.47
APP-007934,1,3,120,2,0.541
APP-007935,1,9,60,8,0.92
APP-007936,1,5,90,4,0.84
APP-007937,1,3,90,2,0.795
APP-007938,0,0,5,18,0.248
APP-007939,1,3,120,2,0.24
APP-007940,1,10,120,9,0.34
APP-007941,0,0,0,60,0.791
APP-007942,0,0,0,36,0.411
APP-007943,0,0,1,48,0.39
APP-007944,0,0,0,18,0.06
APP-007945,0,0,0,60,0.11
APP-007946,0,0,0,48,0.76
APP-007947,0,0,0,36,0.654
APP-007948,0,0,0,24,0.48
APP-007949,1,2,30,1,0.501
APP-007950,1,9,90,8,0.61
APP-007951,0,0,0,48,0.34
APP-007952,0,0,0,36,0.4
APP-007953,1,1,60,0,0.76
APP-007954,0,0,0,36,0.38
APP-007955,0,0,0,24,0.23
APP-007956,1,4,60,3,0.66
APP-007957,0,0,0,24,0.318
APP-007958,0,0,0,48,0.06
APP-007959,0,0,0,36,0.17
APP-007960,1,4,30,3,0.68
APP-007961,1,7,180,6,0.92
APP-007962,1,5,60,4,0.54
APP-007963,0,0,0,18,0.385
APP-007964,1,6,90,5,0.53
APP-007965,0,0,0,36,0.16
APP-007966,0,0,0,48,0.18
APP-007967,1,4,60,3,0.388
APP-007968,0,0,0,12,0.504
APP-007969,1,4,90,3,0.46
APP-007970,1,3,90,2,0.48
APP-007971,0,0,0,36,0.19
APP-007972,0,0,0,36,0.491
APP-007973,1,5,90,4,0.92
APP-007974,0,0,0,48,0.561
APP-007975,1,4,60,3,0.59
APP-007976,0,0,1,60,0.06
APP-007977,1,7,90,6,0.54
APP-007978,1,7,90,6,0.528
APP-007979,0,0,5,24,0.46
APP-007980,0,0,0,60,0.06
APP-007981,1,1,30,0,0.625
APP-007982,0,0,0,48,0.26
APP-007983,0,0,0,24,0.06
APP-007984,0,0,0,24,0.19
APP-007985,1,4,180,3,0.92
APP-007986,0,0,0,36,0.11
APP-007987,1,5,30,4,0.31
APP-007988,1,8,90,7,0.11
APP-007989,1,5,60,4,0.56
APP-007990,0,0,0,24,0.54
APP-007991,1,5,180,4,0.761
APP-007992,0,0,0,60,0.451
APP-007993,0,0,1,36,0.26
APP-007994,1,9,120,8,0.14
APP-007995,0,0,0,60,0.49
APP-007996,1,6,90,5,0.308
APP-007997,0,0,0,48,0.11
APP-007998,0,0,0,48,0.4
APP-007999,0,0,0,12,0.11
APP-008000,0,0,0,48,0.58
APP-008001,1,4,60,3,0.821
APP-008002,0,0,0,18,0.67
APP-008003,0,0,0,48,0.19
APP-008004,1,9,60,8,0.68
APP-008005,0,0,0,36,0.19
APP-008006,0,0,0,36,0.165
APP-008007,0,0,0,24,0.19
APP-008008,1,3,30,2,0.22
APP-008009,1,3,60,2,0.19
APP-008010,0,0,15,18,0.23
APP-008011,1,8,180,7,0.371
APP-008012,1,9,30,8,0.51
APP-008013,0,0,0,36,0.92
APP-008014,0,0,5,24,0.06
APP-008015,1,3,60,2,0.528
APP-008016,1,4,180,3,0.77
APP-008017,0,0,0,36,0.14
APP-008018,1,1,90,0,0.34
APP-008019,0,0,0,24,0.68
APP-008020,0,0,1,36,0.621
APP-008021,0,0,0,24,0.31
APP-008022,1,1,90,0,0.84
APP-008023,0,0,0,24,0.14
APP-008024,0,0,0,18,0.14
APP-008025,1,9,90,8,0.571
APP-008026,1,4,180,3,0.32
APP-008027,1,2,120,1,0.668
APP-008028,0,0,5,36,0.19
APP-008029,1,7,30,6,0.76
APP-008030,1,4,60,3,0.8948
APP-008031,0,0,0,24,0.06
APP-008032,1,8,30,7,0.76
APP-008033,1,1,90,0,0.27
APP-008034,0,0,0,36,0.39
APP-008035,1,8,90,7,0.39
APP-008036,1,8,120,7,0.77
APP-008037,0,0,15,36,0.4
APP-008038,1,3,30,2,0.33
APP-008039,0,0,0,24,0.245
APP-008040,0,0,0,60,0.14
APP-008041,1,5,60,4,0.54
APP-008042,1,7,90,6,0.4
APP-008043,1,8,180,7,0.72
APP-008044,0,0,0,48,0.19
APP-008045,0,0,0,18,0.11
APP-008046,1,9,30,8,0.92
APP-008047,0,0,0,36,0.14
APP-008048,1,9,90,8,0.75
APP-008049,0,0,0,24,0.06
APP-008050,0,0,0,36,0.491
APP-008051,0,0,1,48,0.09
APP-008052,1,10,120,9,0.59
APP-008053,0,0,0,36,0.19
APP-008054,1,7,90,6,0.92
APP-008055,1,8,60,7,0.83
APP-008056,0,0,0,36,0.26
APP-008057,0,0,5,48,0.38
APP-008058,1,12,30,11,0.18
APP-008059,1,3,90,2,0.771
APP-008060,0,0,0,48,0.11
APP-008061,1,7,30,6,0.801
APP-008062,0,0,0,48,0.14
APP-008063,1,11,90,10,0.54
APP-008064,0,0,0,18,0.11
APP-008065,0,0,0,36,0.46
APP-008066,0,0,0,24,0.34
APP-008067,1,1,60,0,0.11
APP-008068,0,0,0,36,0.4365
APP-008069,1,7,120,6,0.86
APP-008070,0,0,1,24,0.681
APP-008071,0,0,1,24,0.06
APP-008072,1,3,90,2,0.644
APP-008073,0,0,0,36,0.66
APP-008074,1,7,30,6,0.83
APP-008075,0,0,1,36,0.26
APP-008076,1,4,60,3,0.65
APP-008077,1,7,180,6,0.48
APP-008078,0,0,0,18,0.06
APP-008079,0,0,0,48,0.11
APP-008080,1,2,60,1,0.388
APP-008081,1,7,90,6,0.895
APP-008082,0,0,0,18,0.58
APP-008083,1,4,90,3,0.851
APP-008084,1,4,90,3,0.92
APP-008085,1,9,30,8,0.61
APP-008086,0,0,5,36,0.06
APP-008087,0,0,0,48,0.34
APP-008088,1,6,180,5,0.83
APP-008089,0,0,0,24,0.34
APP-008090,1,3,60,2,0.341
APP-008091,0,0,15,48,0.26
APP-008092,0,0,0,36,0.11
APP-008093,0,0,0,36,0.64
APP-008094,1,3,90,2,0.385
APP-008095,1,5,90,4,0.32
APP-008096,1,7,30,6,0.5165
APP-008097,1,4,120,3,0.92
APP-008098,0,0,0,18,0.851
APP-008099,0,0,0,36,0.17
APP-008100,1,4,30,3,0.65
APP-008101,0,0,1,60,0.341
APP-008102,0,0,0,36,0.24
APP-008103,0,0,0,48,0.18
APP-008104,0,0,15,24,0.92
APP-008105,1,4,60,3,0.61
APP-008106,0,0,0,48,0.741
APP-008107,0,0,5,48,0.19
APP-008108,0,0,0,60,0.34
APP-008109,1,6,90,5,0.491
APP-008110,0,0,0,36,0.34
APP-008111,1,3,30,2,0.7715
APP-008112,1,5,120,4,0.92
APP-008113,0,0,0,36,0.3
APP-008114,0,0,0,36,0.14
APP-008115,1,6,30,5,0.911
APP-008116,0,0,1,36,0.42
APP-008117,0,0,0,36,0.27
APP-008118,1,1,60,0,0.35
APP-008119,0,0,0,48,0.491
APP-008120,0,0,0,48,0.06
APP-008121,0,0,0,18,0.19
APP-008122,1,9,90,8,0.341
APP-008123,1,1,30,0,0.4365
APP-008124,0,0,0,36,0.371
APP-008125,1,2,90,1,0.92
APP-008126,0,0,0,60,0.11
APP-008127,0,0,0,36,0.19
APP-008128,0,0,0,48,0.26
APP-008129,1,5,90,4,0.504
APP-008130,0,0,0,36,0.18
APP-008131,1,7,90,6,0.74
APP-008132,0,0,0,48,0.248
APP-008133,0,0,0,36,0.421
APP-008134,1,4,90,3,0.62
APP-008135,0,0,0,24,0.33
APP-008136,0,0,0,36,0.19
APP-008137,0,0,0,36,0.26
APP-008138,0,0,15,18,0.31
APP-008139,0,0,15,36,0.11
APP-008140,0,0,0,24,0.24
APP-008141,1,7,60,6,0.66
APP-008142,1,4,30,3,0.504
APP-008143,1,5,90,4,0.42
APP-008144,1,6,60,5,0.72
APP-008145,0,0,15,36,0.14
APP-008146,0,0,5,24,0.22
APP-008147,1,6,30,5,0.9115
APP-008148,0,0,5,24,0.38
APP-008149,0,0,5,48,0.11
APP-008150,1,7,90,6,0.465
APP-008151,1,6,120,5,0.92
APP-008152,1,1,180,0,0.92
APP-008153,1,7,60,6,0.368
APP-008154,1,5,60,4,0.92
APP-008155,0,0,0,48,0.62
APP-008156,0,0,0,60,0.18
APP-008157,0,0,0,36,0.14
APP-008158,0,0,0,36,0.49
APP-008159,0,0,0,48,0.46
APP-008160,1,7,60,6,0.14
APP-008161,1,4,180,3,0.804
APP-008162,1,12,60,11,0.34
APP-008163,1,3,30,2,0.5
APP-008164,1,3,90,2,0.68
APP-008165,0,0,0,36,0.14
APP-008166,0,0,15,36,0.18
APP-008167,1,2,90,1,0.63
APP-008168,1,5,90,4,0.65
APP-008169,0,0,0,24,0.18
APP-008170,0,0,0,60,0.26
APP-008171,1,6,90,5,0.8
APP-008172,1,4,90,3,0.56
APP-008173,1,7,180,6,0.56
APP-008174,0,0,0,48,0.54
APP-008175,1,3,90,2,0.68
APP-008176,0,0,0,36,0.06
APP-008177,1,5,30,4,0.92
APP-008178,1,3,90,2,0.791
APP-008179,1,6,90,5,0.76
APP-008180,0,0,0,24,0.4
APP-008181,1,7,120,6,0.341
APP-008182,0,0,0,24,0.11
APP-008183,1,5,120,4,0.56
APP-008184,0,0,0,24,0.51
APP-008185,0,0,0,24,0.09
APP-008186,0,0,0,60,0.71
APP-008187,1,3,120,2,0.92
APP-008188,1,3,30,2,0.76
APP-008189,1,8,60,7,0.63
APP-008190,0,0,0,36,0.461
APP-008191,1,4,120,3,0.39
APP-008192,1,4,30,3,0.92
APP-008193,1,2,90,1,0.27
APP-008194,0,0,5,36,0.46
APP-008195,1,3,30,2,0.64
APP-008196,0,0,0,36,0.18
APP-008197,0,0,0,48,0.11
APP-008198,1,5,60,4,0.28
APP-008199,0,0,0,36,0.63
APP-008200,0,0,5,60,0.14
APP-008201,1,6,120,5,0.31
APP-008202,0,0,0,48,0.308
APP-008203,0,0,0,36,0.11
APP-008204,0,0,0,36,0.4365
APP-008205,1,2,60,1,0.61
APP-008206,0,0,15,24,0.23
APP-008207,1,5,120,4,0.44
APP-008208,0,0,5,48,0.26
APP-008209,0,0,5,48,0.248
APP-008210,1,4,90,3,0.641
APP-008211,1,9,90,8,0.291
APP-008212,0,0,1,60,0.54
APP-008213,0,0,0,36,0.46
APP-008214,1,7,180,6,0.92
APP-008215,1,7,90,6,0.43
APP-008216,0,0,0,36,0.09
APP-008217,1,4,90,3,0.588
APP-008218,0,0,0,36,0.06
APP-008219,0,0,0,48,0.31
APP-008220,0,0,0,36,0.36
APP-008221,0,0,0,36,0.26
APP-008222,1,2,30,1,0.6165
APP-008223,0,0,0,24,0.491
APP-008224,0,0,5,48,0.34
APP-008225,1,7,30,6,0.791
APP-008226,0,0,1,36,0.71
APP-008227,0,0,1,60,0.19
APP-008228,1,5,180,4,0.51
APP-008229,0,0,0,36,0.11
APP-008230,0,0,0,48,0.18
APP-008231,0,0,0,24,0.09
APP-008232,0,0,0,36,0.51
APP-008233,0,0,5,18,0.461
APP-008234,0,0,0,24,0.18
APP-008235,0,0,0,24,0.92
APP-008236,1,10,90,9,0.92
APP-008237,1,3,60,2,0.54
APP-008238,0,0,0,24,0.5115
APP-008239,1,6,90,5,0.34
APP-008240,0,0,5,24,0.51
APP-008241,0,0,0,18,0.18
APP-008242,0,0,0,36,0.28
APP-008243,0,0,0,36,0.19
APP-008244,0,0,15,24,0.39
APP-008245,0,0,0,48,0.14
APP-008246,1,2,90,1,0.92
APP-008247,0,0,0,36,0.54
APP-008248,1,7,60,6,0.91
APP-008249,1,6,120,5,0.92
APP-008250,1,2,120,1,0.92
APP-008251,0,0,0,36,0.44
APP-008252,0,0,15,24,0.31
APP-008253,0,0,0,24,0.64
APP-008254,1,9,180,8,0.545
APP-008255,1,1,60,0,0.71
APP-008256,0,0,0,60,0.72
APP-008257,0,0,1,60,0.14
APP-008258,1,10,120,9,0.84
APP-008259,1,7,90,6,0.44
APP-008260,0,0,0,36,0.308
APP-008261,1,10,60,9,0.83
APP-008262,1,1,90,0,0.92
APP-008263,0,0,0,48,0.18
APP-008264,0,0,0,24,0.38
APP-008265,0,0,0,60,0.18
APP-008266,1,1,90,0,0.56
APP-008267,1,6,90,5,0.26
APP-008268,0,0,1,60,0.06
APP-008269,1,4,120,3,0.38
APP-008270,0,0,0,36,0.28
APP-008271,0,0,0,36,0.491
APP-008272,1,2,120,1,0.51
APP-008273,1,3,180,2,0.92
APP-008274,1,12,90,11,0.92
APP-008275,1,4,60,3,0.43
APP-008276,0,0,0,36,0.92
APP-008277,1,4,30,3,0.92
APP-008278,0,0,5,36,0.64
APP-008279,1,3,90,2,0.54
APP-008280,1,4,120,3,0.92
APP-008281,1,3,30,2,0.86
APP-008282,0,0,0,36,0.38
APP-008283,1,5,180,4,0.92
APP-008284,0,0,0,36,0.54
APP-008285,1,9,30,8,0.508
APP-008286,1,4,120,3,0.644
APP-008287,1,8,180,7,0.92
APP-008288,0,0,0,18,0.87
APP-008289,0,0,5,12,0.26
APP-008290,0,0,0,24,0.19
APP-008291,0,0,0,48,0.608
APP-008292,1,10,60,9,0.4
APP-008293,1,2,60,1,0.53
APP-008294,0,0,5,36,0.54
APP-008295,0,0,0,36,0.33
APP-008296,0,0,0,36,0.19
APP-008297,0,0,5,36,0.11
APP-008298,0,0,0,18,0.23
APP-008299,1,7,90,6,0.92
APP-008300,1,3,90,2,0.84
APP-008301,0,0,1,36,0.49
APP-008302,0,0,0,36,0.26
APP-008303,0,0,0,36,0.471
APP-008304,0,0,0,60,0.06
APP-008305,0,0,0,36,0.68
APP-008306,0,0,0,36,0.06
APP-008307,1,1,30,0,0.48
APP-008308,0,0,0,24,0.388
APP-008309,0,0,0,48,0.51
APP-008310,1,8,30,7,0.69
APP-008311,1,5,90,4,0.92
APP-008312,0,0,1,48,0.19
APP-008313,0,0,0,24,0.65
APP-008314,0,0,0,60,0.92
APP-008315,1,7,120,6,0.38
APP-008316,1,5,90,4,0.56
APP-008317,1,6,120,5,0.26
APP-008318,1,2,30,1,0.771
APP-008319,0,0,0,36,0.33
APP-008320,1,4,180,3,0.31
APP-008321,0,0,1,24,0.248
APP-008322,0,0,0,60,0.46
APP-008323,1,3,60,2,0.651
APP-008324,1,4,90,3,0.501
APP-008325,0,0,0,24,0.09
APP-008326,1,5,180,4,0.41
APP-008327,0,0,0,60,0.67
APP-008328,1,12,180,11,0.59
APP-008329,0,0,0,36,0.78
APP-008330,0,0,0,36,0.33
APP-008331,1,1,180,0,0.92
APP-008332,0,0,1,24,0.448
APP-008333,0,0,0,36,0.11
APP-008334,1,10,30,9,0.838
APP-008335,1,10,90,9,0.42
APP-008336,0,0,0,12,0.3
APP-008337,0,0,0,36,0.92
APP-008338,0,0,0,36,0.42
APP-008339,1,3,180,2,0.92
APP-008340,0,0,0,36,0.54
APP-008341,0,0,1,12,0.31
APP-008342,1,3,30,2,0.32
APP-008343,1,3,60,2,0.56
APP-008344,0,0,0,12,0.528
APP-008345,0,0,0,36,0.26
APP-008346,1,7,30,6,0.64
APP-008347,1,10,60,9,0.8165
APP-008348,1,8,120,7,0.46
APP-008349,0,0,0,36,0.09
APP-008350,1,7,30,6,0.528
APP-008351,1,10,90,9,0.44
APP-008352,1,2,30,1,0.308
APP-008353,0,0,0,48,0.33
APP-008354,1,2,120,1,0.36
APP-008355,0,0,5,24,0.27
APP-008356,1,2,60,1,0.58
APP-008357,1,2,60,1,0.11
APP-008358,0,0,0,36,0.18
APP-008359,0,0,0,18,0.14
APP-008360,0,0,15,60,0.18
APP-008361,0,0,0,48,0.54
APP-008362,1,11,90,10,0.46
APP-008363,0,0,0,36,0.43
APP-008364,1,8,60,7,0.64
APP-008365,1,2,90,1,0.66
APP-008366,0,0,0,36,0.571
APP-008367,0,0,0,36,0.06
APP-008368,1,7,60,6,0.92
APP-008369,1,1,120,0,0.11
APP-008370,1,4,60,3,0.36
APP-008371,0,0,5,24,0.745
APP-008372,0,0,0,36,0.06
APP-008373,0,0,0,36,0.19
APP-008374,0,0,15,36,0.59
APP-008375,0,0,0,48,0.501
APP-008376,0,0,0,48,0.14
APP-008377,0,0,0,60,0.19
APP-008378,0,0,5,48,0.14
APP-008379,1,10,60,9,0.4
APP-008380,0,0,0,60,0.291
APP-008381,0,0,0,24,0.18
APP-008382,1,3,60,2,0.92
APP-008383,1,9,90,8,0.724
APP-008384,0,0,0,48,0.19
APP-008385,1,4,120,3,0.871
APP-008386,0,0,0,12,0.11
APP-008387,0,0,0,36,0.11
APP-008388,1,6,90,5,0.874
APP-008389,1,7,90,6,0.73
APP-008390,0,0,0,18,0.27
APP-008391,0,0,15,36,0.41
APP-008392,1,3,30,2,0.871
APP-008393,0,0,0,24,0.23
APP-008394,0,0,0,36,0.421
APP-008395,1,10,120,9,0.92
APP-008396,0,0,5,24,0.385
APP-008397,1,11,30,10,0.84
APP-008398,1,4,120,3,0.291
APP-008399,0,0,0,60,0.11
APP-008400,0,0,0,60,0.06
APP-008401,1,4,30,3,0.571
APP-008402,1,1,60,0,0.38
APP-008403,1,10,60,9,0.92
APP-008404,0,0,1,36,0.35
APP-008405,1,6,120,5,0.56
APP-008406,1,4,60,3,0.73
APP-008407,1,1,90,0,0.92
APP-008408,1,4,30,3,0.63
APP-008409,0,0,0,24,0.341
APP-008410,1,6,60,5,0.61
APP-008411,0,0,0,36,0.43
APP-008412,1,7,60,6,0.36
APP-008413,1,6,90,5,0.92
APP-008414,0,0,0,60,0.18
APP-008415,1,6,90,5,0.22
APP-008416,0,0,1,60,0.671
APP-008417,0,0,0,24,0.32
APP-008418,0,0,1,24,0.14
APP-008419,0,0,0,36,0.06
APP-008420,0,0,0,36,0.26
APP-008421,0,0,0,60,0.68
APP-008422,0,0,5,60,0.31
APP-008423,0,0,0,60,0.14
APP-008424,0,0,0,48,0.46
APP-008425,1,9,90,8,0.16
APP-008426,0,0,5,12,0.511
APP-008427,0,0,1,36,0.371
APP-008428,0,0,0,60,0.06
APP-008429,0,0,0,60,0.11
APP-008430,1,3,60,2,0.56
APP-008431,0,0,0,48,0.248
APP-008432,1,8,60,7,0.11
APP-008433,0,0,0,48,0.53
APP-008434,0,0,0,36,0.11
APP-008435,1,7,180,6,0.651
APP-008436,0,0,0,48,0.64
APP-008437,0,0,5,48,0.18
APP-008438,1,8,90,7,0.531
APP-008439,0,0,0,36,0.11
APP-008440,0,0,0,36,0.92
APP-008441,0,0,0,24,0.38
APP-008442,0,0,5,60,0.68
APP-008443,0,0,0,48,0.56
APP-008444,1,5,60,4,0.92
APP-008445,1,6,180,5,0.64
APP-008446,0,0,0,36,0.29
APP-008447,1,6,90,5,0.34
APP-008448,0,0,0,24,0.35
APP-008449,1,3,90,2,0.18
APP-008450,0,0,0,36,0.85
APP-008451,1,2,90,1,0.64
APP-008452,0,0,0,36,0.18
APP-008453,0,0,5,36,0.62
APP-008454,1,4,30,3,0.14
APP-008455,1,1,90,0,0.92
APP-008456,0,0,15,60,0.23
APP-008457,0,0,0,48,0.47
APP-008458,0,0,0,18,0.571
APP-008459,0,0,0,24,0.691
APP-008460,1,8,60,7,0.51
APP-008461,0,0,1,60,0.5915
APP-008462,0,0,0,36,0.4
APP-008463,0,0,0,36,0.41
APP-008464,1,7,30,6,0.8
APP-008465,0,0,15,36,0.36
APP-008466,0,0,0,36,0.23
APP-008467,1,10,120,9,0.46
APP-008468,0,0,1,18,0.14
APP-008469,1,7,90,6,0.92
APP-008470,0,0,0,48,0.54
APP-008471,1,6,60,5,0.56
APP-008472,1,6,60,5,0.54
APP-008473,0,0,1,24,0.06
APP-008474,0,0,0,12,0.26
